conference_id,Link,Sub,Noti,Cam,Conf,Successfully,Note,Đúng 100%,812,Còn lại,44,Error,111
6639c16a6e0c3f3fe99c55ff,,,,,,n,lần gần nhất là 2019: https://event.unitn.it/icdsc2019/,,,,,,
6639c1716e0c3f3fe99c5607,https://middleware-conf.github.io/2024/,y,y,y,y,y,trang call for paper có vẻ dễ cào hơn nhưng bị lặp thông tin với không có conference date,,,,,,
6639c05c647e53b594533cb9,https://www.iscaconf.org/isca2024/submit/papers.php,y,y,,y,y,,,,,,,
6639c083647e53b594533ce3,https://spmconf.github.io/SPM2024/CfP.html,y,y,y,y,y,tự nhiên muốn note còn 1 tháng nữa diễn ra cái này,,,,,,
6639c15e6e0c3f3fe99c55f3,https://uist.acm.org/2024/cfp/,y,y,y,y,y,"chỉ lấy ngày của paper, mấy cái khác như workshop, poster, demo không lấy",,,,,,
6639c1646e0c3f3fe99c55f9,https://popl24.sigplan.org/track/POPL-2024-popl-research-papers#POPL-2024-Call-for-Papers,y,y,y,y,y,,,,,,,
6639c1776e0c3f3fe99c560d,https://aiccsa.net/AICCSA2024/call-for-papers/,y,y,y,y,y,chỉ lấy ngày của main conference,,,,,,
6639c041647e53b594533c9b,https://wisec2024.kaist.ac.kr/call-for-papers/,y,y,y,y,y,conference date != date trên poster,,,,,,
6639c046647e53b594533ca1,https://sigspatial2024.sigspatial.org/cfp/,y,y,y,y,y,,,,,,,
6639c051647e53b594533cad,https://recsys.acm.org/recsys24/,y,y,y,y,y,"có tab important dates riêng nhưng có vẻ khó cào, nên cào trong cfp",,,,"Từ đây đổ đi link là trang chính, phần lớn về trước là link cfp",,
6639c057647e53b594533cb3,https://2024.esec-fse.org/track/fse-2024-research-papers#Call-for-Papers,y,y,y,y,y,"cái này có nhiều ngày có keyword conference (trong important dates) nhưng trong đoạn text chỗ giới thiệu có ""The main conference will be held on 17th - 19th July 2024"", lấy date của research paper",,,,,,
6639c067647e53b594533cc5,https://www.sigmobile.org/mobisys/2024/,y,y,,y,y,,,,,,,
6639c07b647e53b594533cdb,https://www.sigapp.org/sac/sac2024/,y,y,y,y,y,ko thấy cfp,,,,,,
6639c07f647e53b594533cdf,https://www.sigmobile.org/mobihoc/2024/,y,y,,y,y,,,,,,,
6639c17b6e0c3f3fe99c5611,https://avi2024.dibris.unige.it/,y,y,,y,y,thời gian notification ở trong cái ô lastest new,,,,,,
6639c1886e0c3f3fe99c561f,https://www.acsac.org/2024/submissions/papers/,y,y,,y,y,"link tới cfp để lấy ngày của technical paper, date ko có năm",,,,,,
6639c17e6e0c3f3fe99c5615,https://www.cs.cas.cz/aiml2024/,y,y,y,y,y,date ko có năm,,,,,,
6639c19d6e0c3f3fe99c5635,https://www.asplos-conference.org/asplos2024/,y,y,y,y,y,"cái này chứa cả cfp của cái hội nghị 2025, date của nó là 1 cái bảng với 3 cycle",,,,,,
6639c2594931f50e65517e1f,https://caadria2024.org/,y,,,y,y,"ko thấy cfp, abstract date diễn ra sau conference",,,,,,
6639c26b4931f50e65517e31,https://alta2024.alta.asn.au/,,,,y,n,chưa công bố cfp chỉ mới call for problem -> lấy năm 23 hay 24,,,,,,
6639c2784931f50e65517e3f,https://conf.researchr.org/home/ast-2024#Call-for-Papers,y,y,y,y,y,,,,,,,
6639c1916e0c3f3fe99c5629,https://cognitivesciencesociety.org/cogsci-2024/,y,y,y,y,y,"có tháng ko có ngày -> gán = 1, Accepted submissions due in final form = CMR, ko thấy cfp",,,,,,
6639c19c6e0c3f3fe99c5633,https://www.computing-conf.org/,y,y,y,y,y,,,,,,,
6639c19f6e0c3f3fe99c5637,https://ifipaiai.org/2024/,y,y,y,y,y,cái này hybrid greece & web thì ghi location ntn?,,,,,,
6639c1ad6e0c3f3fe99c5645,,,,,,n,"ko tìm đc link, proceeding gần nhất là 2019, có 1 conference khác cùng tên viết tắt nhưng tên khác",,,,,,
6639c1b66e0c3f3fe99c564f,https://conf.researchr.org/track/apsec-2024/apsec-2024-technical-track#Call-for-Papers-Technical-Track,y,y,y,y,y,,,,,,,
6639c2514931f50e65517e17,https://www.acml-conf.org/2024/,y,y,y,y,y,"cái này tổ chức tại VN, chỉ lấy date của conference track",,,,,,
6639c25d4931f50e65517e23,https://46acc.github.io/,y,,,y,y,"location chỉ có tên trường ĐH, ko cfp","T đổi tên với tên viết tắt cái conference này luôn do tên trên core là tên cũ, nếu muốn tìm lại thì tên cũ là ACCMCC",,,,,
6639c1856e0c3f3fe99c561b,https://wadscccg2023.encs.concordia.ca/,y,y,,y,y,"mới nhất là 2023, tổ chức chung với 1 conf khác, ko có cfp",,,,,,
6639c17c6e0c3f3fe99c5613,https://crypto.iacr.org/2024/,y,y,y,y,y,"hình như core dùng tên cũ của cái này ~ 2012, cmr chỉ có trong cfp nhưng khác chỗ cái khung important date",,,,,,
6639c1866e0c3f3fe99c561d,https://amia.org/education-events/amia-2024-annual-symposium,,,,y,y,ko có cfp và những ngày liên quan paper,,,,,,
6639c18c6e0c3f3fe99c5623,https://iticse.acm.org/2024/,y,y,,y,y,chỉ lấy ngày paper,,,,,,
6639c1976e0c3f3fe99c562f,https://ivapp.scitevents.org/,y,y,y,y,y,"lấy 2025 vì 2024 có link nhưng ko rõ thông tin, địa điểm phải lấy từ ảnh, venue trong cfp ghi là Available soon nên tạm để như trong cfp luôn",,,,,,
6639c1a16e0c3f3fe99c5639,https://aime24.aimedicine.info/,y,y,y,y,y,"địa điểm có ""USA"" phải lấy từ ảnh",,,,,,
6639c26d4931f50e65517e33,https://assta.org/sst-2024/,y,y,,y,y,,,,,,,
6639c1816e0c3f3fe99c5617,https://neurips.cc/Conferences/2024,y,y,y,y,y,,,,,,,
6639c18f6e0c3f3fe99c5627,https://ispr.info/presence-conferences/previous-conferences/,,,,,n,lần cuối là 2020,,,,,,
6639c19a6e0c3f3fe99c5631,https://nldb2024.di.unito.it/,y,y,y,y,y,,,,,,,
6639c1ae6e0c3f3fe99c5647,https://www.apbjc.asia/,y,y,,y,y,"2024, cái này tổ chức với mấy conf khác -> conf mới, link kia là link cái mới, trong cfp có thêm 1 khoảng nhận abstract trễ mà trong important date ko có",,,,,,
6639c1b06e0c3f3fe99c5649,,,,,,n,ko thấy link,,,,,,
6639c27b4931f50e65517e43,https://bcshci.org/,y,,,y,y,,,,,,,
6639c27d4931f50e65517e45,https://bmvc2024.org/,y,y,y,y,y,,,,,,,
6639c2814931f50e65517e49,https://ctw2023.comtessa.org/,y,y,,y,y,2023,,,,,,
6639c18a6e0c3f3fe99c5621,https://csl2025.github.io/,y,y,y,y,y,2025 vì 2024 bị xóa important date ,,,,,,
6639c18d6e0c3f3fe99c5625,https://pstnet.ca/pst2024/,y,y,y,y,y,,,,,,,
6639c1a66e0c3f3fe99c563f,https://asiaccs2024.sutd.edu.sg/,y,y,y,y,y,,,,,,,
6639c1aa6e0c3f3fe99c5643,https://apcc2024.org/,y,y,y,y,y,"important date ngoài homepage là ảnh, vô cfp cào date thì Final Manuscript Deadline bị sai năm",,,,,,
6639c25b4931f50e65517e21,https://aceconference2024.github.io/aceconference2024/index.html,y,y,,y,y,,,,,,,
6639c2704931f50e65517e37,http://www.ozchi.org/2024/,y,y,,y,y,nhiều loại submission,,,,,,
6639c27a4931f50e65517e41,https://bsn.embs.org/2024/,y,y,y,y,y,,,,,,,
6639c1956e0c3f3fe99c562d,,,,,,n,lần cuối có vẻ là 2019 wikicfp,,,,,,
6639c1b46e0c3f3fe99c564d,,,,,,n,lần cuối có vẻ là 2016 wikicfp,,,,,,
6639c1b76e0c3f3fe99c5651,https://accv2024.org/,y,y,y,y,y,"VN, ko thấy call for paper",,,,,,
6639c1ba6e0c3f3fe99c5653,https://aciids.pwr.edu.pl/2024/,y,y,y,y,y,ko thấy cfp,,,,,,
6639c2534931f50e65517e19,https://conf.researchr.org/home/aplas-2024#Call-for-Submissions,y,y,y,y,y,,,,,,,
6639c2554931f50e65517e1b,https://www.asilomarsscconf.org/,y,,,y,y,vô link này lấy date có khi dễ hơn https://signalprocessingsociety.org/blog/acssc-2024-2024-asilomar-conference-signals-systems-and-computers,,,,,,
6639c25f4931f50e65517e25,https://www.acisp24.com/,y,y,y,y,y,,,,,,,
6639c2634931f50e65517e29,https://adc-conference.github.io/2024/,y,y,y,y,y,thay cfp bằng research track,,,,,,
6639c2664931f50e65517e2d,https://sites.google.com/view/aisc2024/home,,,,y,y,cái này là 1 phần của cái ở dòng 108,,,,,,
6639c2764931f50e65517e3d,https://conf.researchr.org/track/ase-2024/ase-2024-research,y,y,y,y,y,,,,,,,
6639c2894931f50e65517e51,https://i-cav.org/2024/,y,y,y,y,y,,,,,,,
6639c1836e0c3f3fe99c5619,http://algorithmiclearningtheory.org/alt2024/,y,y,,y,y,,,,,,,
6639c1936e0c3f3fe99c562b,https://2024.sigdial.org/,y,y,y,y,y,,,,,,,
6639c1a36e0c3f3fe99c563b,https://artsit.eai-conferences.org/2024/,,,,,n,ko load dc,,,,,,
6639c2654931f50e65517e2b,http://adcs-conference.org/,,,,,n,max 2022,,,,,,
6639c2684931f50e65517e2f,https://ajcai2024.org/index.html,y,y,y,y,y,,,,,,,
6639c2724931f50e65517e39,https://ausdm24.ausdm.org/index.html,y,y,y,y,y,,,,,,,
6639c2744931f50e65517e3b,https://auscomputerethics.com/,,,,,n,lần gần nhất 2020,,,,,,
6639c27f4931f50e65517e47,https://chiplay.acm.org/2024/,y,y,,y,y,,,,,,,
6639c2834931f50e65517e4b,https://cpm2024.github.io/,y,y,,y,y,,,,,,,
6639c1a56e0c3f3fe99c563d,https://www.aspdac.com/aspdac2024/welcome/index.html,y,y,y,y,y,,,,,,,
6639c1a86e0c3f3fe99c5641,https://airs2019.ouhk.edu.hk/,,,,,n,max 2019,,,,,,
6639c1b26e0c3f3fe99c564b,https://apnoms.org/2023/,y,y,y,y,y,2023,,,,,,
6639c2574931f50e65517e1d,https://2024.aclweb.org/,y,y,y,y,y,,,,,,,
6639c2614931f50e65517e27,https://www.araa.asn.au/conference/acra-2023/,y,y,y,y,y,2023,,,,,,
6639c26f4931f50e65517e35,https://sites.google.com/monash.edu/auspdc2024,y,y,y,y,y,,,,,,,
6639c2854931f50e65517e4d,https://events.illc.uva.nl/CiE/CiE2024/Main/,y,y,y,y,y,ko rõ cfp,,,,,,
6639c2874931f50e65517e4f,http://cisisconference.eu/,y,y,y,y,y,cfp hơi dị,,,,,,
6639c28d4931f50e65517e55,,,,,,n,k co link,,,,,,
6639c2984931f50e65517e5f,,,,,,y,,,,,,,
6639c2934931f50e65517e5b,,,,,,,ảo ma,,,,,,
6639c2914931f50e65517e59,,,,,,y,,,,,,,
6639c2a04931f50e65517e67,,,,,,y,k thay location,,,,,,
6639c39ebf0a76d1ef717bc1,,,,,,y,,,,,,,
6639c3b5bf0a76d1ef717bd9,,,,,,y,,,,,,,
6639c3bdbf0a76d1ef717be1,,,,,,y,,,,,,,
6639c3c8bf0a76d1ef717bed,,,,,,y,,,,,,,
6639c29a4931f50e65517e61,,,,,,y,,,,,,,
6639c389bf0a76d1ef717bab,,,,,,y,,,,,,,
6639c29e4931f50e65517e65,,,,,,y,,,,,,,
6639c380bf0a76d1ef717ba1,,,,,,y,,,,,,,
6639c382bf0a76d1ef717ba3,,,,,,y,,,,,,,
6639c387bf0a76d1ef717ba9,,,,,,y,,,,,,,
6639c391bf0a76d1ef717bb3,,,,,,y,,,,,,,
6639c395bf0a76d1ef717bb7,,,,,,y,,,,,,,
6639c3acbf0a76d1ef717bcf,,,,,,y,,,,,,,
6639c3b3bf0a76d1ef717bd7,,,,,,y,,,,,,,
6639c3bbbf0a76d1ef717bdf,,,,,,y,,,,,,,
6639c3c4bf0a76d1ef717be9,,,,,,y,,,,,,,
6639c3cdbf0a76d1ef717bf3,,,,,,y,,,,,,,
6639c2964931f50e65517e5d,,,,,,y,,,,,,,
6639c38dbf0a76d1ef717baf,,,,,,y,,,,,,,
6639c393bf0a76d1ef717bb5,,,,,,y,,,,,,,
6639c3c2bf0a76d1ef717be7,,,,,,y,,,,,,,
6639c3d1bf0a76d1ef717bf7,,,,,,y,,,,,,,
6639c384bf0a76d1ef717ba5,,,,,,y,,,,,,,
6639c38fbf0a76d1ef717bb1,,,,,,y,"k co location, cfp bi xoa",,,,,,
6639c399bf0a76d1ef717bbb,,,,,,y,,,,,,,
6639c3a2bf0a76d1ef717bc5,,,,,,y,,,,,,,
6639c3a7bf0a76d1ef717bc9,,,,,,n,link die,,,,,,
6639c3b2bf0a76d1ef717bd5,,,,,,y,,,,,,,
6639c3c0bf0a76d1ef717be5,,,,,,y,,,,,,,
6639c3c6bf0a76d1ef717beb,,,,,,y,,,,,,,
6639c482078f0b3454c91b7e,https://www.eurovis.org/,,,,,n,link die,,,,,,
6639c484078f0b3454c91b80,,,,,,y,,,,,,,
6639c37bbf0a76d1ef717b9d,,,,,,y,,,,,,,
6639c38bbf0a76d1ef717bad,,,,,,y,,,,,,,
6639c397bf0a76d1ef717bb9,,,,,,y,,,,,,,
6639c39cbf0a76d1ef717bbf,,,,,,y,,,,,,,
6639c39fbf0a76d1ef717bc3,,,,,,y,,,,,,,
6639c3abbf0a76d1ef717bcd,,,,,,y,,,,,,,
6639c3aebf0a76d1ef717bd1,https://datacompressionconference.org/,,,,,n,k load dc,,,,,,
6639c3b9bf0a76d1ef717bdd,,,,,,y,,,,,,,
6639c3cfbf0a76d1ef717bf5,https://eatis.org/eatis2024/index.html,y,y,y,y,y,link cfp: https://eatis.org/eatis2024/call.pdf,,,,,,
6639c3d6bf0a76d1ef717bfb,https://www.egpgv.org/2023/,,,,,n,link die,,,,,,
6639c48b078f0b3454c91b86,,,,,,y,,,,,,,
6639c28b4931f50e65517e53,,,,,,y,,,,,,,
6639c28f4931f50e65517e57,,,,,,y,,,,,,,
6639c37ebf0a76d1ef717b9f,,,,,,y,,,,,,,
6639c386bf0a76d1ef717ba7,,,,,,y,,,,,,,
6639c3b0bf0a76d1ef717bd3,,,,,,y,,,,,,,
6639c3b7bf0a76d1ef717bdb,,,,,,y,,,,,,,
6639c3bfbf0a76d1ef717be3,,,,,,y,,,,,,,
6639c3cabf0a76d1ef717bef,,,,,,y,,,,,,,
6639c3cbbf0a76d1ef717bf1,,,,,,y,,,,,,,
6639c3d3bf0a76d1ef717bf9,,,,,,y,,,,,,,
6639c487078f0b3454c91b82,,,,,,y,,,,,,,
6639c489078f0b3454c91b84,,,,,,y,,,,,,,
6639c29c4931f50e65517e63,,,,,,y,,,,,,,
6639c39abf0a76d1ef717bbd,,,,,,y,,,,,,,
6639c3a5bf0a76d1ef717bc7,,,,,,y,,,,,,,
6639c3a9bf0a76d1ef717bcb,,,,,,y,,,,,,,
6639c497078f0b3454c91b92,,,,,,y,,,,,,,
6639c4b8078f0b3454c91bb0,,,,,,y,,,,,,,
6639c491078f0b3454c91b8c,,,,,,y,,,,,,,
6639c4bc078f0b3454c91bb4,,,,,,y,,,,,,,
6639c4c3078f0b3454c91bba,,,,,,y,,,,,,,
6639c4d0078f0b3454c91bc8,,,,,,y,,,,,,,
6639c4e6078f0b3454c91bd8,,,,,,y,,,,,,,
6639c4f8078f0b3454c91be6,,,,,,y,,,,,,,
6639c50f078f0b3454c91bfc,,,,,,y,,,,,,,
6639c513078f0b3454c91c00,,,,,,y,,,,,,,
6639c51d078f0b3454c91c08,,,,,,y,,,,,,,
6639c539078f0b3454c91c24,,,,,,y,,,,,,,
6639c540078f0b3454c91c2a,,,,,,y,,,,,,,
6639c542078f0b3454c91c2c,,,,,,y,,,,,,,
6639c69c4c771c093141cb90,,,,,,y,,,,,,,
6639c6b14c771c093141cba4,,,,,,y,,,,,,,
6639c49e078f0b3454c91b98,,,,,,y,,,,,,,
6639c4a8078f0b3454c91ba0,,,,,,y,,,,,,,
6639c4be078f0b3454c91bb6,,,,,,y,,,,,,,
6639c4c0078f0b3454c91bb8,,,,,,y,,,,,,,
6639c4d6078f0b3454c91bcc,,,,,,y,,,,,,,
6639c4dc078f0b3454c91bd0,,,,,,y,,,,,,,
6639c4e0078f0b3454c91bd4,,,,,,y,,,,,,,
6639c4fe078f0b3454c91bec,,,,,,y,,,,,,,
6639c518078f0b3454c91c04,,,,,,y,,,,,,,
6639c51f078f0b3454c91c0a,,,,,,y,,,,,,,
6639c525078f0b3454c91c10,,,,,,y,,,,,,,
6639c554078f0b3454c91c3c,,,,,,y,,,,,,,
6639c556078f0b3454c91c3e,,,,,,y,,,,,,,
6639c67e4c771c093141cb74,,,,,,y,,,,,,,
6639c6aa4c771c093141cb9e,,,,,,y,,,,,,,
6639c6b84c771c093141cbac,,,,,,y,,,,,,,
6639c4cc078f0b3454c91bc4,,,,,,y,,,,,,,
6639c4e3078f0b3454c91bd6,,,,,,y,lấy 2025,,,,,,
6639c500078f0b3454c91bee,,,,,,y,,,,,,,
6639c503078f0b3454c91bf0,,,,,,y,,,,,,,
6639c51b078f0b3454c91c06,,,,,,y,,,,,,,
6639c521078f0b3454c91c0c,,,,,,y,,,,,,,
6639c529078f0b3454c91c14,,,,,,n,file pdf,,,,,,
6639c52d078f0b3454c91c18,,,,,,y,,,,,,,
6639c53b078f0b3454c91c26,,,,,,y,,,,,,,
6639c54b078f0b3454c91c34,,,,,,n,không có,,,,,,
6639c54d078f0b3454c91c36,,,,,,y,,,,,,,
6639c6934c771c093141cb88,,,,,,n,,,,,,,
6639c6954c771c093141cb8a,,,,,,y,,,,,,,
6639c69a4c771c093141cb8e,,,,,,y,,,,,,,
6639c69e4c771c093141cb92,,,,,,y,,,,,,,
6639c4ac078f0b3454c91ba4,,,,,,y,,,,,,,
6639c48d078f0b3454c91b88,,,,,,y,,,,,,,
6639c4b6078f0b3454c91bae,,,,,,y,,,,,,,
6639c4ba078f0b3454c91bb2,,,,,,y,,,,,,,
6639c4c4078f0b3454c91bbc,,,,,,y,,,,,,,
6639c4c6078f0b3454c91bbe,,,,,,y,,,,,,,
6639c4d9078f0b3454c91bce,,,,,,n,k có link,,,,,,
6639c4de078f0b3454c91bd2,,,,,,y,,,,,,,
6639c4f6078f0b3454c91be4,,,,,,y,,,,,,,
6639c4fa078f0b3454c91be8,,,,,,y,,,,,,,
6639c505078f0b3454c91bf2,,,,,,y,chưa có cfp,,,,,,
6639c50d078f0b3454c91bfa,,,,,,y,,,,,,,
6639c53e078f0b3454c91c28,,,,,,y,,,,,,,
6639c558078f0b3454c91c40,,,,,,y,,,,,,,
6639c6734c771c093141cb6a,,,,,,y,chưa có cfp,,,,,,
6639c67a4c771c093141cb70,,,,,,y,,,,,,,
6639c67c4c771c093141cb72,,,,,,y,,,,,,,
6639c6834c771c093141cb78,,,,,,y,chưa có cfp,,,,,,
6639c6874c771c093141cb7c,,,,,,n,k có link,,,,,,
6639c68b4c771c093141cb80,,,,,,n,k có link,,,,,,
6639c68e4c771c093141cb84,,,,,,y,,,,,,,
6639c6a24c771c093141cb96,,,,,,y,chưa có cfp,,,,,,
6639c6a44c771c093141cb98,,,,,,y,,,,,,,
6639c6ac4c771c093141cba0,,,,,,y,,,,,,,
6639c6b24c771c093141cba6,,,,,,y,chưa có cfp,,,,,,
6639c48f078f0b3454c91b8a,,,,,,n,k có link,,,,,,
6639c499078f0b3454c91b94,,,,,,y,,,,,,,
6639c49c078f0b3454c91b96,,,,,,n,k có link,,,,,,
6639c4a2078f0b3454c91b9c,,,,,,y,,,,,,,
6639c4b0078f0b3454c91ba8,,,,,,y,,,,,,,
6639c4c9078f0b3454c91bc0,,,,,,n,k có link,,,,,,
6639c4cb078f0b3454c91bc2,,,,,,n,,,,,,,
6639c4cf078f0b3454c91bc6,,,,,,n,link dead,,,,,,
6639c4ee078f0b3454c91bde,,,,,,y,chưa có cfp,,,,,,
6639c507078f0b3454c91bf4,,,,,,y,,,,,,,
6639c511078f0b3454c91bfe,,,,,,y,chưa có cfp,,,,,,
6639c52f078f0b3454c91c1a,,,,,,y,,,,,,,
6639c533078f0b3454c91c1e,,,,,,y,,,,,,,
6639c537078f0b3454c91c22,,,,,,y,,,,,,,
6639c544078f0b3454c91c2e,,,,,,y,,,,,,,
6639c547078f0b3454c91c30,,,,,,y,,,,,,,
6639c54f078f0b3454c91c38,,,,,,y,,,,,,,
6639c6784c771c093141cb6e,,,,,,y,,,,,,,
6639c6a64c771c093141cb9a,,,,,,y,,,,,,,
6639c4b2078f0b3454c91baa,,,,,,y,,,,,,,
6639c4b4078f0b3454c91bac,,,,,,y,,,,,,,
6639c4ec078f0b3454c91bdc,,,,,,n,chưa thể xác định date,,,,,,
6639c515078f0b3454c91c02,,,,,,y,,,,,,,
6639c552078f0b3454c91c3a,,,,,,y,,,,,,,
6639c6804c771c093141cb76,,,,,,y,chưa có cfp,,,,,,
6639c6854c771c093141cb7a,,,,,,n,link dead,,,,,,
6639c68c4c771c093141cb82,,,,,,y,,,,,,,
6639c6b44c771c093141cba8,,,,,,y,,,,,,,
6639c4a0078f0b3454c91b9a,,,,,,y,2 sub date đều gạch,,,,,,
