_id,title,link1,link2,link3,link4,selected,isTrue,,,,
"""6639c1666e0c3f3fe99c55fb""",ACM-SIGPLAN Conference on Programming Language Design and Implementation,https://pldi24.sigplan.org/,https://pldi24.sigplan.org/track/pldi-2024-papers,https://pldi24.sigplan.org/track/pldi-2024-pldi-research-artifacts,https://conf.researchr.org/series/pldi,https://pldi24.sigplan.org/track/pldi-2024-papers,link2,,,,
"""6639c1796e0c3f3fe99c560f""",Advanced Concepts for Intelligent Vision Systems,http://acivs.org/,http://acivs.org/acivs2023/,https://siplind.com/index.php?route=product/product&product_id=2697,https://www.conferencelists.org/event/japan-advanced-concepts-for-intelligent-vision-systems/,http://acivs.org/acivs2023/,link2,,,,
"""6639c038647e53b594533c91""",ACM Conference on Computer Supported Cooperative Work,https://cscw.acm.org/2024/,https://cscw.acm.org/2024/index.php/submit-papers/,https://cscw.acm.org/2024/index.php/submit-posters/,https://cscw.acm.org/2024/index.php/submit-dc/,https://cscw.acm.org/2024/index.php/submit-papers/,link2,,,,
"""6639c04a647e53b594533ca5""",ACM International Conference on Information and Knowledge Management,https://cikm2024.org/,https://cikm2024.org/call-for-papers/,https://cikm2024.org/call-for-applied-research-papers/,https://cikm2024.org/call-for-short-research-papers/,https://cikm2024.org/,link1,,,,
"""6639c053647e53b594533caf""",ACM International Conference on Research and Development in Information Retrieval,https://sigir-2024.github.io/,https://sigir-2024.github.io/call_for_papers.html,https://sigir-2024.github.io/attend_registration.html,https://sigir-2024.github.io/program_papers.html,https://sigir-2024.github.io/,link1,,,,
"""6639c055647e53b594533cb1""",ACM International Conference on Supercomputing,https://ics2024.github.io/,https://ics2024.github.io/cfp.html,https://ics2024.github.io/venue.html,https://ics2024.github.io/program.html,https://ics2024.github.io/cfp.html,link2,,,,
"""6639c059647e53b594533cb5""",ACM International Conference on Web Search and Data Mining,https://www.wsdm-conference.org/2024/,https://www.wsdm-conference.org/2024/call-for-papers/,https://www.wsdm-conference.org/2024/accepted-papers/,https://www.wsdm-conference.org/2024/schedule/,https://www.wsdm-conference.org/2024/call-for-papers/,link2,,,,
"""6639c06e647e53b594533ccd""",ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,https://popl24.sigplan.org/home/pepm-2024,https://www.sigplan.org/OpenTOC/pepm24.html,https://www.conference-publishing.com/list.php?Event=POPLWS24PEPM,https://mail.haskell.org/pipermail/haskell/2023-October/026611.html,https://popl24.sigplan.org/home/pepm-2024,link1,,,,
"""6639c16c6e0c3f3fe99c5601""",ACM/IEEE International Conference on Human-Robot Interaction,https://humanrobotinteraction.org/2024/,https://humanrobotinteraction.org/2024/fullpaper/,https://programs.sigchi.org/hri/2024,https://causal-hri.github.io/,https://humanrobotinteraction.org/2024/fullpaper/,link2,,,,
"""6639c031647e53b594533c8b""","ACIS Conference on Software Engineering Research, Management and Applications",https://acisinternational.org/conferences/sera-2024/,https://acisinternational.org/sera-2024-special-sessions/,https://people.cs.kuleuven.be/~dirk.craeynest/ada-belgium/events/24/240530-sera.html,https://www.allinternationalconference.com/eventdetail/1231091/,https://acisinternational.org/conferences/sera-2024/,link1,,,,
"""6639c03a647e53b594533c93""",ACM Conference on Economics and Computation,https://ec24.sigecom.org/,https://ec24.sigecom.org/call-for-contributions-acm/papers/,https://ec24.sigecom.org/call-for-contributions-acm/posters/,https://ec24.sigecom.org/call-for-contributions-acm/workshops-tutorials/,https://ec24.sigecom.org/,link1,,,,
"""6639c035647e53b594533c8f""",ACM Conference on Computer and Communications Security,https://www.sigsac.org/ccs/CCS2024/call-for/call-for-papers.html,https://www.sigsac.org/ccs/CCS2024/,https://asiaccs2024.sutd.edu.sg/cfp/,https://asiaccs2024.sutd.edu.sg/cfp/,https://www.sigsac.org/ccs/CCS2024/call-for/call-for-papers.html,link1,,,,
"""6639c069647e53b594533cc7""",ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,https://2024.sigmod.org/program_pods.shtml,https://2024.sigmod.org/org_pods_pc.shtml,https://2024.sigmod.org/calls_papers_pods_research.shtml,https://www.walmart.com/ip/Pods-14-Proceedings-of-33rd-ACM-Sigmod-Sigact-Sigart-Symposium-on-Principles-of-Database-Systems-Paperback-9781450331098/53307923,https://2024.sigmod.org/calls_papers_pods_research.shtml,link3,,,,
"""6639c073647e53b594533cd3""",ACM Special Interest Group on Computer Science Education Conference,https://sigcse2024.sigcse.org/,https://sigcse2024.sigcse.org/program/program-sigcse-ts-2024/,https://sigcse2024.sigcse.org/track/sigcse-ts-2024-special-sessions,https://sigcse2024.sigcse.org/committee/sigcse-ts-2024-acm-student-research-competition-track-chairs,https://sigcse2024.sigcse.org/,link1,,,,
"""6639c077647e53b594533cd7""",ACM Special Interest Group on Supporting Group Work (was SIGGRoup),https://kmeducationhub.de/acm-international-conference-on-supporting-group-work-group/,https://en.wikipedia.org/wiki/Special_interest_group,https://portal.issn.org/resource/ISSN/2372-739X,https://www2.sigsoft.org/,https://group.acm.org/conferences/group25/papers.php,,,,,
"""6639c1606e0c3f3fe99c55f5""",ACM Virtual Reality Software and Technology,https://vrst.hosting.acm.org/vrst2024/,https://vrst.acm.org/,https://sigchi.org/events/vrst-2024/,https://archive.sigchi.org/conference_series/vrst/,https://vrst.hosting.acm.org/vrst2024/,link1,,,,
"""6639c1756e0c3f3fe99c560b""",ACM/SPEC International Conference on Performance Engineering,https://icpe2024.spec.org/,https://icpe.spec.org/,https://web.cvent.com/event/0a0c3877-7696-478e-9556-79807d38133c,https://web.cvent.com/event/0a0c3877-7696-478e-9556-79807d38133c/register?rp=d21556fd-2266-4c5c-9d3f-b30dab25c1f3,https://icpe2024.spec.org/,link1,,,,
"""6639c04f647e53b594533cab""",ACM International Conference on Mobile Computing and Networking,https://www.sigmobile.org/mobicom/2024/,https://www.sigmobile.org/mobicom/2024/cfp.html,https://www.sigmobile.org/mobicom/2024/committee.html,https://www.sigmobile.org/mobicom/2024/workshop_cfp.html,https://www.sigmobile.org/mobicom/2024/,link1,,,,
"""6639c16a6e0c3f3fe99c55ff""",ACM/IEEE International Conference on Distributed Smart Cameras,https://ieee-cas.org/event/conference/2011-fifth-acmieee-international-conference-distributed-smart-cameras-icdsc,https://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1001918,https://www.scimagojr.com/journalsearch.php?q=21100349107&tip=sid&clean=0,http://ieeexplore.ieee.org/abstract/document/5289364/similar,,link1,,,,
"""6639c1716e0c3f3fe99c5607""",ACM/IFIP/USENIX International Middleware Conference,https://middleware-conf.github.io/2024/,https://middleware-conf.github.io/2024/calls/call-for-research-papers/,https://middleware-conf.github.io/2024/conference-registration/,https://middleware-conf.github.io/2024/calls/call-for-industry-papers/,https://middleware-conf.github.io/2024/,link1,,,,
"""6639c05c647e53b594533cb9""",ACM International Symposium on Computer Architecture,https://twitter.com/iscaconforg,"https://cs.illinois.edu/news/international-symposium-showcases-cs-impact#:~:text=ISCA%20is%20widely%20acknowledged%20as,conference%20since%20its%20earliest%20days.",https://10times.com/e1kg-0f4r-2f8d,https://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000123,https://www.iscaconf.org/isca2024/submit/papers.php,,,,,
"""6639c083647e53b594533ce3""",ACM Symposium on Solid and Physical Modelling,https://spm2022.sciencesconf.org/,http://solidmodeling.org/spm-conferences/,https://spmconf.github.io/SPM2024/,https://spmconf.github.io/SPM2024/CfP.html,https://spmconf.github.io/SPM2024/CfP.html,link4,,,,
"""6639c15e6e0c3f3fe99c55f3""",ACM Symposium on User Interface Software and Technology,https://uist.acm.org/,https://uist.acm.org/2023/,https://uist.acm.org/uist2020/,https://uist.acm.org/2024/cfp/,https://uist.acm.org/2024/cfp/,link4,,,,
"""6639c1646e0c3f3fe99c55f9""",ACM-SIGACT Symposium on Principles of Programming Languages,https://popl24.sigplan.org/,https://popl24.sigplan.org/home/VMCAI-2024,https://conf.researchr.org/home/POPL-2025,https://popl24.sigplan.org/track/POPL-2024-popl-research-papers,https://popl24.sigplan.org/track/POPL-2024-popl-research-papers,link4,,,,
"""6639c1776e0c3f3fe99c560d""",ACS/IEEE International Conference on Computer Systems and Applications,https://aiccsa.net/,https://www.conferencelists.org/event/the-acs-ieee-21st-international-conference-on-computer-systems-and-applications-aiccsa-2024/,https://aiccsa.net/AICCSA2024/,https://aiccsa.net/AICCSA2024/call-for-papers/,https://aiccsa.net/AICCSA2024/call-for-papers/,link4,,,,
"""6639c041647e53b594533c9b""",ACM Conference on Security and Privacy in Wireless and Mobile Networks,https://twitter.com/acm_wisec,https://twitter.com/acm_wisec/status/1786240903545524630,https://wisec2024.kaist.ac.kr/,"https://wisec2024.kaist.ac.kr/#:~:text=The%2017th%20ACM%20Conference%20on,educational%20and%20scientific%20computing%20society.",https://wisec2024.kaist.ac.kr/,link3,,,,
"""6639c046647e53b594533ca1""",ACM International Conference on Advances in Geographic Information Systems,https://sigspatial2024.sigspatial.org/,https://sigspatial2024.sigspatial.org/cfp/,https://sigspatial2024.sigspatial.org/workshop-proposals/,https://sigspatial2024.sigspatial.org/org/,https://sigspatial2024.sigspatial.org/cfp/,link2,,,,
"""6639c051647e53b594533cad""",ACM International Conference on Recommender Systems,https://recsys.acm.org/recsys24/,https://recsys.acm.org/recsys24/dates/,https://recsys.acm.org/recsys24/call/,https://recsys.acm.org/recsys24/challenge/,https://recsys.acm.org/recsys24/,link1,,,,
"""6639c057647e53b594533cb3""","ACM International Conference on the Foundations of Software Engineering (was ESEC/FSE, changed 2024; duplicate previously listed as ESEC, removed from DB)",https://2024.esec-fse.org/track/fse-2024-research-papers,https://conf.researchr.org/home/fse-2024,https://2024.esec-fse.org/attending/registration,https://www.facebook.com/fseconference/,https://2024.esec-fse.org/track/fse-2024-research-papers,link1,,,,
"""6639c067647e53b594533cc5""","ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",https://www.sigmobile.org/mobisys/2024/,https://www.sigmobile.org/mobisys/2024/cfp.html,https://www.sigmobile.org/mobisys/2024/program.html,https://www.sigmobile.org/mobisys/2024/cfw.html,https://www.sigmobile.org/mobisys/2024/,link1,,,,
"""6639c07f647e53b594533cdf""",ACM Symposium on Mobile Ad Hoc Networking and Computing,https://www.sigmobile.org/mobihoc/2024/,https://www.sigmobile.org/mobihoc/2024/cfp.html,https://www.sigmobile.org/mobihoc/2024/cf-posters-demos.html,https://www.sigmobile.org/mobihoc/2024/org-committee.html,https://www.sigmobile.org/mobihoc/2024/,link1,,,,
"""6639c17b6e0c3f3fe99c5611""",Advanced Visual Interfaces,https://avi2024.dibris.unige.it/,https://avi2024.dibris.unige.it/workshops,https://avi2024.dibris.unige.it/program,https://avi2024.dibris.unige.it/conference/registration,https://avi2024.dibris.unige.it/,link1,,,,
"""6639c1886e0c3f3fe99c561f""",Annual Computer Security Applications Conference,https://www.acsac.org/,https://www.acsac.org/2024/submissions/papers/,https://www.acsac.org/2024/submissions/,https://www.acsac.org/2023/submissions/papers/,https://www.acsac.org/2024/submissions/papers/,link2,,,,
"""6639c17e6e0c3f3fe99c5615""",Advances in Modal Logic,"https://www.cs.cas.cz/aiml2024/cfp.html#:~:text=PRAGUE%2C%2019%E2%80%9323%20AUGUST%202024,volumes%20based%20on%20the%20conferences.",https://www.cs.cas.cz/aiml2024/,http://www.aiml.net/,http://www.aiml.net/conferences/,https://www.cs.cas.cz/aiml2024/,link1,,,,
"""6639c19d6e0c3f3fe99c5635""",Architectural Support for Programming Languages and Operating Systems,https://www.asplos-conference.org/asplos2024/,https://www.asplos-conference.org/asplos2024/cfp/,https://www.asplos-conference.org/asplos2024/main-program/,https://www.asplos-conference.org/asplos2024/workshops-and-tutorials/,https://www.asplos-conference.org/asplos2024/,link1,,,,
"""6639c2594931f50e65517e1f""",Association for Computer-Aided Architectural Design Research in Asia (CAADRIA) annual conference,https://caadria2024.org/,https://caadria2024.org/submissions/,https://caadria2024.org/registration/,https://caadria2024.org/about/,https://caadria2024.org/,link1,,,,
"""6639c2784931f50e65517e3f""",Automation of Software Test,https://conf.researchr.org/home/ast-2024,https://conf.researchr.org/series/ast,https://www.conferencelists.org/event/5th-acm-ieee-international-conference-on-automation-of-software-test-ast-2024/,"https://testsigma.com/blog/software-test-automation-what-to-expect-near-future/#:~:text=ML%2C%20and%20blockchain.-,What%20is%20the%20Future%20of%20Software%20Automation%20Testing%3F,AI%2C%20ML%2C%20and%20blockchain.",https://conf.researchr.org/home/ast-2024,link1,,,,
"""6639c1916e0c3f3fe99c5629""",Annual Meeting of the Cognitive Science Society,https://cognitivesciencesociety.org/cogsci-2024/,"https://cogsci.berkeley.edu/undergraduate-program/career-research-graduate-study/career-exploration#:~:text=In%20fact%2C%20this%20degree%20is,software%20design%2Fdevelopment%2C%20etc.",https://www.perceptualui.org/news/2024/04/paper-accepted-at-cogsci/,https://cogsci2024.hkust.edu.hk/,https://cognitivesciencesociety.org/cogsci-2024/,link1,,,,
"""6639c19c6e0c3f3fe99c5633""",Applied Computing Conference,https://www.computing-conf.org/,https://acc2024.a2c2.org/about/about-acc,https://acc2024.a2c2.org/venue,https://acc2024.a2c2.org/authors/important-dates,https://www.computing-conf.org/,link1,,,,
"""6639c19f6e0c3f3fe99c5637""",Artificial Intelligence Applications and Innovations,https://ifipaiai.org/2024/,https://ifipaiai.org/,https://www.easyacademia.org/aiai2024,https://www.springerprofessional.de/artificial-intelligence-applications-and-innovations-aiai-2024-i/27245830,https://ifipaiai.org/2024/,link1,,,,
"""6639c1ad6e0c3f3fe99c5645""",Asia Pacific Symposium on Intelligent and Evolutionary Systems (was Australia-Japan Joint Workshop on Intelligent and Evolutionary Systems),http://autonomous.jp/ies2018/,https://search.worldcat.org/title/Intelligent-and-evolutionary-systems-:-the-20th-Asia-Pacific-Symposium-IES-2016-Canberra-Australia-November-2016-:-proceedings/oclc/966555809,https://www.researchgate.net/publication/321540825_Intelligent_and_Evolutionary_Systems_The_20th_Asia_Pacific_Symposium_IES_2016_Canberra_Australia_November_2016_Proceedings,https://kjy-open-file.oss-cn-heyuan.aliyuncs.com/qkml/Core%20Conference%20Ranking%202023.csv,,link1,,,,
"""6639c1b66e0c3f3fe99c564f""",Asia-Pacific Software Engineering Conference,https://conf.researchr.org/home/apsec-2024,https://conf.researchr.org/track/apsec-2024/apsec-2024-technical-track,https://ieeexplore.ieee.org/xpl/conhome/1000681/all-proceedings,https://10times.com/e1d5-34d0-xffs-k,https://conf.researchr.org/track/apsec-2024/apsec-2024-technical-track,link2,,,,
"""6639c1856e0c3f3fe99c561b""",Algorithms and Data Structures Symposium (was Workshop on Algorithms and Data Structures),https://projects.cs.dal.ca/wads2021/,https://tuns.ca/events/wads,http://people.scs.carleton.ca/~wads/Home/,https://msom.informs.org/Meetings-Conferences/INFORMS-Conference-Calendar/Past-Events/9th-Workshop-on-Algorithms-and-Data-Structures-WADS,https://wadscccg2023.encs.concordia.ca/#wads-2023,,,,,
"""6639c17c6e0c3f3fe99c5613""",Advances in Cryptology,https://crypto.iacr.org/2024/,https://crypto.iacr.org/2024/callforpapers.php,https://crypto.iacr.org/2024/papersubmission.php,https://crypto.iacr.org/2024/affiliated.php,https://crypto.iacr.org/2024/,link1,,,,
"""6639c18c6e0c3f3fe99c5623""",Annual Conference on Innovation and Technology in Computer Science Education,https://iticse.acm.org/,https://iticse.acm.org/2024/,https://iticse.acm.org/history/,https://iticse.acm.org/general-news/,https://iticse.acm.org/2024/,link2,,,,
"""6639c1976e0c3f3fe99c562f""",Applications of Information Visualization,https://ivapp.scitevents.org/?y=2024,https://ivapp.scitevents.org/,https://www.jvrb.org/conferences/ivapp-2024-15th-international-conference-on-information-visualization-theory-and-applications,https://iv.csites.fct.unl.pt/pt/symposia/,https://ivapp.scitevents.org/,link1,,,,
"""6639c1a16e0c3f3fe99c5639""",Artificial Intelligence in Medicine in Europe,https://aime24.aimedicine.info/,https://aime23.aimedicine.info/,https://twitter.com/aimeconference,https://www.clocate.com/conferences-by+european-society-for-artificial-intelligence-in-medicine-aime/b3ItMzQ3MQ==/,https://aime24.aimedicine.info/,link1,,,,
"""6639c1816e0c3f3fe99c5617""",Advances in Neural Information Processing Systems (was NIPS),https://neurips.cc/,https://neurips.cc/Conferences/2024/CallForPapers,https://neurips.cc/Conferences/2023/CallForPapers,https://neurips.cc/Conferences/2023,https://neurips.cc/Conferences/2024,link2,,,,
"""6639c18f6e0c3f3fe99c5627""",Annual International Workshop on Presence,https://ispr.info/,https://ispr.info/presence-conferences/,https://ispr2024.sciencesconf.org/,https://ispr2024lko.in/,,link1,,,,
"""6639c19a6e0c3f3fe99c5631""",Applications of Natural Language to Data Bases,https://nldb2024.di.unito.it/,https://nldb2021.sb.dfki.de/,https://www.researchgate.net/publication/282625490_Application_of_natural_language_to_information_systems_NLDB'14,https://lists.w3.org/Archives/Public/semantic-web/2024Feb/0047.html,https://nldb2024.di.unito.it/,link1,,,,
"""6639c1ae6e0c3f3fe99c5647""",Asia-Pacific Bioinformatics Conference,https://www.frontiersin.org/research-topics/53291/conference-research-topic-the-21st-asia-pacific-bioinformatics-conference-apbc-2023/magazine,http://bioinformatics.csu.edu.cn/APBC2023,https://www.apbjc.asia/,https://www.apbjc.asia/greeting.html,https://www.apbjc.asia/,link3,,,,
"""6639c27d4931f50e65517e45""",British Machine Vision Conference,https://bmvc2024.org/,https://bmvc2024.org/dates/,https://bmvc2024.org/calls/call-for-papers/,https://bmvc2024.org/authors/submit-your-paper/,https://bmvc2024.org/,link1,,,,
"""6639c2814931f50e65517e49""",Cologne-Twente Workshop on Graphs and Combinatorial Optimization,https://ctw2023.comtessa.org/welcome,https://www.ifors.org/call-for-papers-19th-cologne-twente-workshop-on-graphs-and-combinatorial-optimization-ctw2023/,http://ctw2020.iasi.cnr.it/,https://www.ctw.ewi.utwente.nl/,https://ctw2023.comtessa.org/,link1,,,,
"""6639c18a6e0c3f3fe99c5621""",Annual Conference on Computer Science Logic,https://csl2024.github.io/Home/,https://www.eacsl.org/csl-conferences/,https://www.eacsl.org/,https://drops.dagstuhl.de/storage/00lipics/lipics-vol288-csl2024/LIPIcs.CSL.2024/LIPIcs.CSL.2024.pdf,https://csl2025.github.io/,,,,,
"""6639c18d6e0c3f3fe99c5625""","Annual Conference on Privacy, Security and Trust",https://pstnet.ca/pst2024/,https://www.unb.ca/cic/research/pst-conference.html,https://www.conferencelists.org/event/2024-21st-annual-international-conference-on-privacy-security-and-trust-pst/,https://conferencealerts.com/show-event?id=260868,https://pstnet.ca/pst2024/,link1,,,,
"""6639c1a66e0c3f3fe99c563f""","Asia Conference on Information, Computer and Communications Security",https://asiaccs2024.sutd.edu.sg/,https://asiaccs2024.sutd.edu.sg/dates/,https://asiaccs2024.sutd.edu.sg/cfp/,https://asiaccs2024.sutd.edu.sg/program-committee/,https://asiaccs2024.sutd.edu.sg/,link1,,,,
"""6639c1aa6e0c3f3fe99c5643""",Asia Pacific Conference on Communications,https://apcc2024.org/,https://apcc2024.org/call-of-papers/,https://apcc2024.org/organizing-committee/,https://apcc2024.org/submission-guideline/,https://apcc2024.org/,link1,,,,
"""6639c27a4931f50e65517e41""",Body Sensor Networks,https://bsn.embs.org/2024/,https://bsn.embs.org/2024/for-authors/,https://bsn.embs.org/2024/program/,https://bsn.embs.org/2024/registration/,https://bsn.embs.org/2024/,link1,,,,
"""6639c1956e0c3f3fe99c562d""",Application of Concurrency to System Design,https://www.scimagojr.com/journalsearch.php?q=11700154632&tip=sid&clean=0,https://ieeexplore.ieee.org/document/1508115,https://www.researchgate.net/publication/296935815_Application_of_Concurrency_to_System_Design_the_Eighth_Special_Issue_Preface,https://www.proceedings.com/25091.html,,link1,,,,
